rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
281791,634d354ca0f6615fd5641cb21fbbfe875eab9e56,I like my coffee like i like my women removed,i like my coffee like i like my women removed,10,"woman, coffee","coffee, woman","coffee, woman",211
303455,6afe8b6c57ee48a1c6e566b85840c9f6fd9453dc,I like my women like I like my coffee. Cold.,i like my women like i like my coffee . cold .,12,"woman, coffee","coffee, woman","coffee, woman",211
305174,6b94a4fa5a1adff63528ba811cde72bc6d257b3b,I like my women the way I like my coffee. I don't like coffee,i like my women the way i like my coffee . i don't like coffee,15,"coffee, woman","coffee, woman","coffee, woman",211
309070,6cf3500392b0689729d6b9b9ebf330595aec8f56,I like my women like I like my coffee All over someone else.,i like my women like i like my coffee all over someone else .,14,"woman, coffee","coffee, woman","coffee, woman",211
318727,704e6c74ab2e00cdedb8ec10b24edb3595d40883,I like my women like I like my coffee. Black and paid for.,i like my women like i like my coffee . black and paid for .,15,"woman, coffee","coffee, woman","coffee, woman",211
320824,710bc792c91b0a8e34c9fd4e79da9ce9836313d5,I like my women like I like my coffee sent back for not being hot enough,i like my women like i like my coffee sent back for not being hot enough,16,"woman, coffee","coffee, woman","coffee, woman",211
329430,74082a099fc5335ce9605e87c77f15740aab9c0e,I like my women the same way I like my coffee jokes Stolen and abused so many times you can't remember what it looked like originally,i like my women the same way i like my coffee jokes stolen and abused so many times you can't remember what it looked like originally,26,"woman, coffee","coffee, woman","coffee, woman",211
332942,75475915583a4fc3aa81959729c261857868e53c,I like my women how I like my coffee... Not breathing,i like my women how i like my coffee ...  not breathing,12,"woman, coffee","coffee, woman","coffee, woman",211
336057,765e6f4b041541cb76f9e348a04d95dd5787911c,I like my coffee how I like my women Bitter.,i like my coffee how i like my women bitter .,11,"woman, coffee","coffee, woman","coffee, woman",211
336750,769fd7324f2e254a6bc2628ad9396f758c703975,I like my women like I like my coffee Incapable of loving me back.,i like my women like i like my coffee incapable of loving me back .,15,"woman, coffee","coffee, woman","coffee, woman",211
348793,7ace2542cdc0f1d394dc1a206a508a1db11e832e,I like my women how I like my coffee. I dump it once it's cold.,i like my women how i like my coffee . i dump it once it's cold .,17,"woman, coffee","coffee, woman","coffee, woman",211
374939,83f615fdccd629fccfcffdfec424faf809fb4698,I like my women like I like my coffee Silent.,i like my women like i like my coffee silent .,11,"woman, coffee","coffee, woman","coffee, woman",211
383089,86da9017accef7a0c19341177d21e3ef2419c254,I like my women the way I like my coffee. Sweet.,i like my women the way i like my coffee . sweet .,13,"woman, coffee","coffee, woman","coffee, woman",211
384143,873a29ee2c20c08c557b69b41bfbf27e6b58152e,I like my women how I like my Coffee I don't drink coffee.,i like my women how i like my coffee i don't drink coffee .,14,"coffee, woman","coffee, woman","coffee, woman",211
388526,88c9696c1974b959e778cb88799c52523266ff8a,I like my women like I like my coffee... BURNT,i like my women like i like my coffee ...  burnt,11,"woman, coffee","coffee, woman","coffee, woman",211
390814,8996a63894ad5917b80e107c50a05dc29571edc0,I like my coffee how I like my women. Without some other guys dick in it.,i like my coffee how i like my women . without some other guys dick in it .,18,"woman, coffee","coffee, woman","coffee, woman",211
391585,89daa30ee4d806025b45f5a9ff54e2ce10c7b4aa,I like my women like i like my coffee... Bitter.,i like my women like i like my coffee ...  bitter .,12,"woman, coffee","coffee, woman","coffee, woman",211
394873,8b06c853197999d04d68000e5209966967c3eb5d,I like my women like I like my coffee Overpriced and bitter,i like my women like i like my coffee overpriced and bitter,12,"woman, coffee","coffee, woman","coffee, woman",211
400491,8d0eb221ec08d3f48d185d5307c7b67ff3011092,I like my women how I like my coffee... Grande.,i like my women how i like my coffee ...  grande .,12,"woman, coffee","coffee, woman","coffee, woman",211
401927,8d9510c667af7ff8be258027ad0a76b9add13aee,I like my Women like I like my Coffee Very much,i like my women like i like my coffee very much,11,"woman, coffee","coffee, woman","coffee, woman",211
404683,8e92a46411ef507282266f41f91bc89e36e2ced8,I like my coffee like i like my women.. Black and bitter,i like my coffee like i like my women ...  black and bitter,13,"woman, coffee","coffee, woman","coffee, woman",211
407296,8f7dacef84bdb19cc7959fc6cd75bc40e6098a93,I like my women like. I like my coffee — I've never had coffee but it smells nice.,i like my women like . i like my coffee i've never had coffee but it smells nice .,19,"coffee, woman","coffee, woman","coffee, woman",211
418993,939a9618e6f28679ba760ede717e683da080afb1,I like my women like I like my coffee: White.,i like my women like i like my coffee : white .,12,"woman, coffee","coffee, woman","coffee, woman",211
419302,93b82c7a3fafa581e8993028b3b3509dfdeb7072,I take my coffee like I take my women. White and bitter,i take my coffee like i take my women . white and bitter,13,"woman, coffee","coffee, woman","coffee, woman",211
420107,93ffe4010e4bff643dd452570114cd6153e4fb89,I like my coffee like I like my women... Sent back if it's not hot enough.,i like my coffee like i like my women ...  sent back if it's not hot enough .,18,"woman, coffee","coffee, woman","coffee, woman",211
422221,94c3cca29288eabbbdb08aa4bf49a4d41ae1c170,I like my women like i like my coffee Under $5,i like my women like i like my coffee under 5,11,"woman, coffee","coffee, woman","coffee, woman",211
422310,94cb9adb1cb6c524a710b0a9efccaf97aefa740f,I like my women like I like my coffee ground up and easily dissolved.,i like my women like i like my coffee ground up and easily dissolved .,15,"woman, coffee","coffee, woman","coffee, woman",211
424915,95b768d1aab370611f4f980c972ed4d34e4a9e38,"I get my women how I get my coffee Bitter, overpriced, and disappointing.","i get my women how i get my coffee bitter , overpriced , and disappointing .",16,"woman, coffee","coffee, woman","coffee, woman",211
425371,95e1ca7ed4bd749531d9961f3eb7caa84bbcd4b9,I like my women the same as I like my coffee... Silent,i like my women the same as i like my coffee ...  silent,13,"woman, coffee","coffee, woman","coffee, woman",211
426983,96767d0b9759a26a23194422ac293886ba95e69e,I like my coffee the way I like my women... Anyway I can get them.,i like my coffee the way i like my women ...  anyway i can get them .,17,"woman, coffee","coffee, woman","coffee, woman",211
428010,96d8310d4144e2f6cbd21ac1a628427bb66c39b0,I like my coffee like I like my women. I don't like coffee.,i like my coffee like i like my women . i don't like coffee .,15,"coffee, woman","coffee, woman","coffee, woman",211
430281,97a801e42f9853d2ffeb49498295e8246817c430,I like my coffee like I like my women Hot and slightly bitter,i like my coffee like i like my women hot and slightly bitter,13,"woman, coffee","coffee, woman","coffee, woman",211
432991,9899f38f9d445ad6389761ce7c40877b46794676,I like my coffee the same way I like my women Bitter,i like my coffee the same way i like my women bitter,12,"woman, coffee","coffee, woman","coffee, woman",211
433797,98e5e03a8d4c07e4855815d7c1b6ca35668fe7e3,"I like my coffee, like I like my women... I don't like women.","i like my coffee , like i like my women ...  i don't like women .",16,"woman, coffee","woman, coffee","coffee, woman",211
440898,9b69795a25a6993873fa39a8ef9860aa1c5d39a0,I like my women how I like my coffee I don't like coffee.,i like my women how i like my coffee i don't like coffee .,14,"coffee, woman","coffee, woman","coffee, woman",211
442329,9be96df9b33bc0f6ffeb5d587d15a517f8a52f59,I like my women like I like my coffee. Drunk.,i like my women like i like my coffee . drunk .,12,"woman, coffee","coffee, woman","coffee, woman",211
454713,a03f778411ff8a8d9889d941605470b8ea7312c0,I like my coffee like i like my women raped and dismembered,i like my coffee like i like my women raped and dismembered,12,"woman, coffee","coffee, woman","coffee, woman",211
463735,a37047b5a3dfc4880214dde5cabe93f76078f516,I like my women like I like my coffee Strong and black.,i like my women like i like my coffee strong and black .,13,"woman, coffee","coffee, woman","coffee, woman",211
464788,a3cbc8792be3d198ec43c1176f8aea839c40914c,I like my women like I like my coffee Black and strong,i like my women like i like my coffee black and strong,12,"woman, coffee","coffee, woman","coffee, woman",211
466911,a491e2d44e2375282744f383c592f4b589bd9d20,I like my coffee like i like my women Dark and bitter.,i like my coffee like i like my women dark and bitter .,13,"woman, coffee","coffee, woman","coffee, woman",211
469079,a555e7e638d1f0f4c95feab906e6e8b9ff100dca,"I like my women like I like my coffee, I've never had coffee but it smells really nice!","i like my women like i like my coffee , i've never had coffee but it smells really nice !",20,"coffee, woman","coffee, woman","coffee, woman",211
471641,a63b7d590a701a2ca677110dabe81432356cb113,I like my coffee like I like my women. Irish!,i like my coffee like i like my women . irish !,12,"woman, coffee","coffee, woman","coffee, woman",211
476932,a8149723b30666fcb1db951edf19d35c0c37c5f9,"I like my women like my coffee, hot, black, and bitter.","i like my women like my coffee , hot , black , and bitter .",15,"woman, coffee","coffee, woman","coffee, woman",211
477910,a86efcaa3620ec4ff087f1d5f0492731c97c6f78,I like my coffee like I like my women HOT!!!,i like my coffee like i like my women hot !,11,"woman, coffee","coffee, woman","coffee, woman",211
478328,a895cfbef72f714e3cf09bf10ccbe75c9eff2103,"Even though I've gotten older, I still like my women like I like my coffee... Cold and bitter","even though i've gotten older , i still like my women like i like my coffee ...  cold and bitter",20,"woman, coffee","coffee, woman","coffee, woman",211
485599,ab29352c79b2d249e0b065880be87b2ddf79916d,I like my women like I like my coffee... Hot and not talking.,i like my women like i like my coffee ...  hot and not talking .,15,"woman, coffee","coffee, woman","coffee, woman",211
488103,ac0afb3b14ed2acc3e22050cfecafad5daca8356,I like my women like I like my coffee Always getting my name wrong.,i like my women like i like my coffee always getting my name wrong .,15,"woman, coffee","coffee, woman","coffee, woman",211
489759,aca2c8e2c3f7875b9f3dee172007d655b062b1b3,"I like my coffee like I like my women. I don't like coffee, I'm gay.","i like my coffee like i like my women . i don't like coffee , i'm gay .",18,"coffee, woman","coffee, woman","coffee, woman",211
491387,ad343bb3e08d951cd9667b092e2330a76fd8982e,"I like my women like I like my coffee Sweet, always there for me, and making me feel better when I'm tired","i like my women like i like my coffee sweet , always there for me , and making me feel better when i'm tired",24,"woman, coffee","coffee, woman","coffee, woman",211
493394,adea420082cc940c4cd03c2f1dbbd4f9488cfdb0,I like my women like my coffee I don't. I'm gay,i like my women like my coffee i don't . i'm gay,12,"woman, coffee","coffee, woman","coffee, woman",211
494542,ae4c2866238fa54632a6c763829f1245bf1c09af,I like my coffee Like I like my women Strong and free!,i like my coffee like i like my women strong and free !,13,"woman, coffee","coffee, woman","coffee, woman",211
497597,af5b7f775a8c0a50efb29a95f6d574187dc9ccaa,"I like my women like i like my coffee I don't really drink coffee, but it smells nice","i like my women like i like my coffee i don't really drink coffee , but it smells nice",19,"coffee, woman","coffee, woman","coffee, woman",211
501768,b0d86cdabc15ae8adfa02e113e385e2f581f06c1,I take my women how i take my coffee. Inside me.,i take my women how i take my coffee . inside me .,13,"woman, coffee","coffee, woman","coffee, woman",211
513099,b4d9d541f9d176c12505adc58bfbf9fbc19b1519,I too like my women the same way as I like my coffee... Constantly berating me making me wish I was dead.,i too like my women the same way as i like my coffee ...  constantly berating me making me wish i was dead .,24,"woman, coffee","coffee, woman","coffee, woman",211
513377,b4f300951ca0896c6b9e1d7e82bd9404176bf21c,I like my women how i like my coffee Black and Strong,i like my women how i like my coffee black and strong,12,"woman, coffee","coffee, woman","coffee, woman",211
516295,b5fa0992e0342edfada1208606989df76c6a72cb,Why do Jewish women never make coffee? Because Hebrew,why do jewish women never make coffee ? because hebrew,10,"woman, coffee","coffee, woman","coffee, woman",211
527482,b9f3075f420d2bca3f31af6639a28e3440843f7c,I like my women like my coffee... Turkish!,i like my women like my coffee ...  turkish !,10,"woman, coffee","coffee, woman","coffee, woman",211
528713,ba5ff1851804fa75af7806aa5d033bae37e3f13e,I like my women how I like my coffee... Drunk.,i like my women how i like my coffee ...  drunk .,12,"woman, coffee","coffee, woman","coffee, woman",211
531268,bb48ebe59925945e987d7ff1f1353823e93bd97a,I like my women like I like my coffee Bitter,i like my women like i like my coffee bitter,10,"woman, coffee","coffee, woman","coffee, woman",211
534221,bc4ceb66fdd6170223ec21a4ced102041ee333a5,I like MY coffee like I like my woman Not too hot so it goes down easier.,i like my coffee like i like my woman not too hot so it goes down easier .,18,"woman, coffee","coffee, woman","coffee, woman",211
534358,bc5aa8532e1114a33095b2f073af4134adce628f,"I like my women like I like my coffee... Ground up, and in a can.","i like my women like i like my coffee ...  ground up , and in a can .",18,"woman, coffee","coffee, woman","coffee, woman",211
536082,bcf92f773a534fd73891c89cd28934e497c66910,I like my coffee like I like my women Sent back for not being hot enough,i like my coffee like i like my women sent back for not being hot enough,16,"woman, coffee","coffee, woman","coffee, woman",211
536452,bd1a2a467c92458599f88b51bc84da6589c87985,I like my women like I like my coffee. ... Quiet.,i like my women like i like my coffee ...  quiet .,12,"woman, coffee","coffee, woman","coffee, woman",211
541582,bedcf45dd75b4f3ae1957d5d128ea83ddcc7c3e7,I like my women like I like my coffee... Ground up and in a can.,i like my women like i like my coffee ...  ground up and in a can .,17,"woman, coffee","coffee, woman","coffee, woman",211
546218,c089b9b745ef2066f338a4b48d72430957ea1182,"I like my coffee, like I like my woman. Freshly made.","i like my coffee , like i like my woman . freshly made .",14,"woman, coffee","coffee, woman","coffee, woman",211
546240,c08b577eb8f6b465aad53f2a31a2b4cabb45a123,I like my woman like I like my coffee Not at all and honestly seeing it makes me sick,i like my woman like i like my coffee not at all and honestly seeing it makes me sick,19,"woman, coffee","coffee, woman","coffee, woman",211
546568,c0a806560fc089eefb63520e093c8872491f20c9,I like my women like I like my coffee Cold and earthy,i like my women like i like my coffee cold and earthy,12,"woman, coffee","coffee, woman","coffee, woman",211
551884,c28cd69242eeb0db91494343bd20705a9082c3cb,I like my women like I like my coffee Weak and black.,i like my women like i like my coffee weak and black .,13,"woman, coffee","coffee, woman","coffee, woman",211
551939,c291f2dec9cf958eecc10860447b5567204a5c8d,I like my coffee like I like my women Quiet,i like my coffee like i like my women quiet,10,"woman, coffee","coffee, woman","coffee, woman",211
552178,c2a64c6b87c24f3fb1e1e0111c66d848bebc16db,I like my women how I like my coffee... Bought online.,i like my women how i like my coffee ...  bought online .,13,"woman, coffee","coffee, woman","coffee, woman",211
555881,c3eb541f413d35781224d2d8773b393c756ef49b,"I like my coffee like I like my women. Hot, black, bitter, and pregnant.","i like my coffee like i like my women . hot , black , bitter , and pregnant .",19,"woman, coffee","coffee, woman","coffee, woman",211
556676,c4359f90812f324cd77e5c7087aa91da2b725a72,I like my women like a like my coffee I dont like coffee,i like my women like a like my coffee i dont like coffee,13,"coffee, woman","coffee, woman","coffee, woman",211
559191,c51b1c627e3f8a837c4590b722c57582bf03db1f,I like my coffee like I like my women... Silent,i like my coffee like i like my women ...  silent,11,"woman, coffee","coffee, woman","coffee, woman",211
562508,c64613f021451c1d6ce6ab7cf4a6d67d3d701f8d,I like my coffee like I like my women Lukewarm and bitter.,i like my coffee like i like my women lukewarm and bitter .,13,"woman, coffee","coffee, woman","coffee, woman",211
567074,c7dea805adf0c880af47da7c45f81446b0652763,I like my women like I like my coffee... I don't like coffee.,i like my women like i like my coffee ...  i don't like coffee .,15,"coffee, woman","coffee, woman","coffee, woman",211
567602,c80eef5c45817c204af91d17e7f9adb53539052e,I like my coffee like I like my women... I don't like coffee.,i like my coffee like i like my women ...  i don't like coffee .,15,"coffee, woman","coffee, woman","coffee, woman",211
569511,c8b995ebe34c407ccb9ae2b26b8605dd2cddff17,I like my women like I like my coffee... Finely ground and slowly roasted,i like my women like i like my coffee ...  finely ground and slowly roasted,15,"woman, coffee","coffee, woman","coffee, woman",211
574649,ca916905c0a1c157de50448810dd356d1f37e5c6,I like my women like I like my coffee. Irish.,i like my women like i like my coffee . irish .,12,"woman, coffee","coffee, woman","coffee, woman",211
574894,caa88539a3ec70c92a011889f57695a09701ba6f,I like my coffee how I like my women... Not black.,i like my coffee how i like my women ...  not black .,13,"woman, coffee","coffee, woman","coffee, woman",211
576937,cb5d3b06cba6a50d520df5e203358199d13f46ac,I like my women like I like my coffee: Bitter and expensive.,i like my women like i like my coffee : bitter and expensive .,14,"woman, coffee","coffee, woman","coffee, woman",211
577311,cb7c954bd7e9f53b57ee3d008c128591f124ff58,I like my women like I like my coffee. I don't like coffee.,i like my women like i like my coffee . i don't like coffee .,15,"coffee, woman","coffee, woman","coffee, woman",211
581596,ccfb6231e81b7f767801a561b7b7b466a09d0f78,I like my women like I like my coffee... Loaded with things that make it easier to go down.,i like my women like i like my coffee ...  loaded with things that make it easier to go down .,21,"woman, coffee","coffee, woman","coffee, woman",211
589697,cfc92f452dcaae6d09286cc1be497e99022b436b,I like my coffee like I like my women I like my coffee like I like my women Iced cold and milky white,i like my coffee like i like my women i like my coffee like i like my women iced cold and milky white,23,"woman, coffee","coffee, woman","coffee, woman",211
592434,d0b89611a0e050cdc9056ce94ab1f35a997072a8,I like my coffee how I like my women Bitter and cold.,i like my coffee how i like my women bitter and cold .,13,"woman, coffee","coffee, woman","coffee, woman",211
596083,d20380669f8fbf2b57fb74e66df278a322947bb4,I like my women like I like my coffee.,i like my women like i like my coffee .,10,"woman, coffee","coffee, woman","coffee, woman",211
601509,d3f65187543a4701d32e553f68624ab65e65d0cf,I like my women like I like my coffee I've never had coffee but it smells nice.,i like my women like i like my coffee i've never had coffee but it smells nice .,18,"coffee, woman","coffee, woman","coffee, woman",211
601795,d412a1b273ba0badfa3a7d842a8e65065eee43c0,I like my coffee the way I like my women Cold and bitter,i like my coffee the way i like my women cold and bitter,13,"woman, coffee","coffee, woman","coffee, woman",211
602696,d464595cd2a72deca0c92b2f874a3eacaf1a67d0,I like my women like I like my coffee... I don't fucking like coffee.,i like my women like i like my coffee ...  i don't fucking like coffee .,16,"coffee, woman","coffee, woman","coffee, woman",211
605442,d55d7b78f4c49e79780b6d929a964877d3b6891b,I like my coffee like I like my women... HOT!,i like my coffee like i like my women ...  hot !,12,"woman, coffee","coffee, woman","coffee, woman",211
608528,d676543203f1d67db1ffd6cd9de96a15d7021f3c,I like my coffee how I like my women. STD free.,i like my coffee how i like my women . std free .,13,"woman, coffee","coffee, woman","coffee, woman",211
610077,d70712a3f6a15d1e04d86a44bf3087dd701c50af,I like my women like I like my coffee I hate coffee,i like my women like i like my coffee i hate coffee,12,"coffee, woman","coffee, woman","coffee, woman",211
610477,d729edae3932525f7d79d5c852d711621bfaee14,I like my women like I like my coffee... Dumped after it is accidentally creamed.,i like my women like i like my coffee ...  dumped after it is accidentally creamed .,17,"woman, coffee","coffee, woman","coffee, woman",211
611352,d777affa4e597beef48d62eda9df8dcd11302b9d,I like my woman the way I like my coffee I never had either but it smells really good.,i like my woman the way i like my coffee i never had either but it smells really good .,20,"woman, coffee","coffee, woman","coffee, woman",211
616471,d946a117a92396438c712a984ffb08e56d7e16e5,I like my women like I like my coffee... Cheap and bitter.,i like my women like i like my coffee ...  cheap and bitter .,14,"woman, coffee","coffee, woman","coffee, woman",211
622238,db4a4433f78fadc9c2694b5afcef9391c4efff31,I like my coffee how I like my women... Cold.,i like my coffee how i like my women ...  cold .,12,"woman, coffee","coffee, woman","coffee, woman",211
624992,dc430c7a2a7071df995f928ca466879c708121a3,I like my coffee like I like my women... Fresh and white.,i like my coffee like i like my women ...  fresh and white .,14,"woman, coffee","coffee, woman","coffee, woman",211
625357,dc671b83824ceefe00a1514a95f39f8e533196d7,I like my coffee like i like my women cold and bitter,i like my coffee like i like my women cold and bitter,12,"woman, coffee","coffee, woman","coffee, woman",211
625937,dc94b9f21af0eea8a10b9f0454cd3157efb510c8,I like my coffee how I like my women... Cold and bitter.,i like my coffee how i like my women ...  cold and bitter .,14,"woman, coffee","coffee, woman","coffee, woman",211
630859,de549285685d8aa20d60db55c677e0bc137b5344,I like my woman like I like my coffee Served at 160 F.,i like my woman like i like my coffee served at 160 f .,14,"woman, coffee","coffee, woman","coffee, woman",211
632942,df0dcedf17bfa25d1eeb52fd054c779b61ec277d,I like my women how I like my coffee. Cold and bitter.,i like my women how i like my coffee . cold and bitter .,14,"woman, coffee","coffee, woman","coffee, woman",211
633087,df1ae384226130252abb63f64b303b9aeebb6ef1,I like my women how I like my coffee Flat and White,i like my women how i like my coffee flat and white,12,"woman, coffee","coffee, woman","coffee, woman",211
633820,df5bd279098f7c763f2b22d8abb5c8015a939285,I like my coffee like I like my women... Cold and bitter.,i like my coffee like i like my women ...  cold and bitter .,14,"woman, coffee","coffee, woman","coffee, woman",211
634296,df880b40899624ff9ece104fb432bc5bef40360e,I like my coffee how I like my women... Cold and bitter,i like my coffee how i like my women ...  cold and bitter,13,"woman, coffee","coffee, woman","coffee, woman",211
636820,e06a8cd9ec6d2423069861231828adae50f1fd3b,I like my women like I like my coffee... Lukewarm and bitter.,i like my women like i like my coffee ...  lukewarm and bitter .,14,"woman, coffee","coffee, woman","coffee, woman",211
637551,e0a8e23d069951d3bb367cd7464f109bba2f7380,I like my women like I like my coffee... Exotic and illegally imported.,i like my women like i like my coffee ...  exotic and illegally imported .,15,"woman, coffee","coffee, woman","coffee, woman",211
637940,e0caa3a401dd4f36857aa847ec9aa8af4efa46c8,I like my coffee how I like my women... imported,i like my coffee how i like my women ...  imported,11,"woman, coffee","coffee, woman","coffee, woman",211
638146,e0ddc1c527f129719202c585ca0148fd41803d5b,My coffee is like my woman. Bitter.,my coffee is like my woman . bitter .,9,"woman, coffee","coffee, woman","coffee, woman",211
638619,e1086145543fa3fd8b12a5863ca84dc7f4083e8f,What does coffee and sexy woman have in common? Both too hot for me :(,what does coffee and sexy woman have in common ? both too hot for me : (,17,"woman, coffee","coffee, woman","coffee, woman",211
644778,e3393b66f157a40287403e2fa83e2e5be3dbce68,I like my coffee like I like my women Black and bitter,i like my coffee like i like my women black and bitter,12,"woman, coffee","coffee, woman","coffee, woman",211
644993,e34c8bd32c95d690929941aef18ae4f6b5f82180,I like my coffee how I like my women Black and iced.,i like my coffee how i like my women black and iced .,13,"woman, coffee","coffee, woman","coffee, woman",211
646862,e3f3c780fda339266dbabdec336970e4c32f98f4,i like my women like i like my coffee silent,i like my women like i like my coffee silent,10,"woman, coffee","coffee, woman","coffee, woman",211
647292,e4180ea7f8c462f95fa20b834bcc455637a62551,I also like my women how I like my coffee. I don't like coffee.,i also like my women how i like my coffee . i don't like coffee .,16,"coffee, woman","coffee, woman","coffee, woman",211
658185,e807f2c4b90faf661ca36453a249a91a4624ead4,"I like my women the same as I like my coffee Cold, dark and bitter.","i like my women the same as i like my coffee cold , dark and bitter .",17,"woman, coffee","coffee, woman","coffee, woman",211
659858,e89b5f998cb3548781261c4d848febe065b5a929,I like my women like I like my coffee... ...less than a day old.,i like my women like i like my coffee ... less than a day old .,16,"woman, coffee","coffee, woman","coffee, woman",211
666606,eaf1c29dae46601da37582a0c31473c251f88792,"I Like My Women Like I Like My Coffee i'm not picky, anything but black will do","i like my women like i like my coffee i'm not picky , anything but black will do",18,"woman, coffee","coffee, woman","coffee, woman",211
667330,eb2e3f2913fa4788315c8f5505bdca37cb73afdd,I like my coffee like i like my women... without some other guys dick in it.,i like my coffee like i like my women ...  without some other guys dick in it .,18,"woman, coffee","coffee, woman","coffee, woman",211
670317,ec34aaf6922073aca04193340b8492f980c3d19e,I like my women like I like my coffee. I look at coffee but I am afraid to talk to it,i like my women like i like my coffee . i look at coffee but i am afraid to talk to it,22,"coffee, woman","coffee, woman","coffee, woman",211
674667,edb7fd7cf88ce2e63104d5cbd215a2b249d98d65,I like my women like my coffee Without another guys dick in it.,i like my women like my coffee without another guys dick in it .,14,"woman, coffee","coffee, woman","coffee, woman",211
690311,f333a78b112ca4e9fc6049f38c60b0b034711c73,I like my coffee like I like my women Not black,i like my coffee like i like my women not black,11,"woman, coffee","coffee, woman","coffee, woman",211
693700,f46b803aa7d8c78dc0c7f94a0e7e91613e0bf1a1,I like my coffee like I like my women. Cold.,i like my coffee like i like my women . cold .,12,"woman, coffee","coffee, woman","coffee, woman",211
695385,f4fbd2929a841e3b96c524eb7a03f026f4e42bb5,"Women are like coffee Tastes weird to start, but you get used to it","women are like coffee tastes weird to start , but you get used to it",15,"woman, coffee","coffee, woman","coffee, woman",211
696278,f54472c04e3cd710ef6d3db541dcb9f15ba2e398,I like my coffee how I like my women Ground up and liquified.,i like my coffee how i like my women ground up and liquified .,14,"woman, coffee","coffee, woman","coffee, woman",211
700840,f6dac778600add7ab0bbaebd4db437408d7b6f05,I like my women like I like my coffee. BIG,i like my women like i like my coffee . big,11,"woman, coffee","coffee, woman","coffee, woman",211
702046,f74a3c8239c8e952404346c59fca94833faf4319,"I like my women like I like my coffee, Bought and paid for.","i like my women like i like my coffee , bought and paid for .",15,"woman, coffee","coffee, woman","coffee, woman",211
705910,f8aa3d68a7bf5fd8c148452dcea08f21fcb18d16,I like my women how I like my coffee free,i like my women how i like my coffee free,10,"woman, coffee","coffee, woman","coffee, woman",211
708359,f986ddd72105dda40a50c87288ab10e5706c6698,I like my coffee like I like my women... Inanimate,i like my coffee like i like my women ...  inanimate,11,"woman, coffee","coffee, woman","coffee, woman",211
711453,fa9ea4efa9cc0f072e1d70d725dcb35999be0ed1,"I Like My Women Like I Like My Coffee.... Well educated, independent, pretty looking and doesn't nag all day","i like my women like i like my coffee ...  well educated , independent , pretty looking and doesn't nag all day",22,"woman, coffee","coffee, woman","coffee, woman",211
711516,faa415c47f2d404feb306308c5a30427ca36d522,I like my women how I like my coffee.. Anyway I can get it.,i like my women how i like my coffee ...  anyway i can get it .,16,"woman, coffee","coffee, woman","coffee, woman",211
712017,fad46fc2e3fbcec605e00d6c3223640ce09db11e,I like my women the way I like my coffee Sent back for not being hot enough.,i like my women the way i like my coffee sent back for not being hot enough .,18,"woman, coffee","coffee, woman","coffee, woman",211
714322,fba1dc86ec31c1f25446b373eea4bc2cc0beb75f,"I like my women like I like my coffee... Luke warm, dark, bitter, and bottomless.","i like my women like i like my coffee ...  luke warm , dark , bitter , and bottomless .",20,"woman, coffee","coffee, woman","coffee, woman",211
718156,fd00400ccd7674b4a74212b06278aca99af0efbb,I like my women like I like my coffee... I don't like coffee,i like my women like i like my coffee ...  i don't like coffee,14,"coffee, woman","coffee, woman","coffee, woman",211
723541,fee9a93aff848b978027eea4354c74bce4d7f2d2,I like my coffee like I like my women Nice and hot,i like my coffee like i like my women nice and hot,12,"woman, coffee","coffee, woman","coffee, woman",211
725396,ff87587a0ea6f7784cff209a0eff16ca9e9c66c8,I like my women like I like my coffee always getting my name wrong,i like my women like i like my coffee always getting my name wrong,14,"woman, coffee","coffee, woman","coffee, woman",211
1522,00886ee513c88dbc0d94441c179a6b07fa8ea543,What do you call an impotent dog with no legs? Doesn't matter. He can't come anyways.,what do you call an impotent dog with no legs ? doesn't matter . he can't come anyways .,19,"dog, leg","dog, leg","dog, leg",209
6291,024754d4b9528bc2d2ef2758fcf136c0646d5f3a,"What do you call a dog with no legs? Doesn't matter, he isn't coming anyways.","what do you call a dog with no legs ? doesn't matter , he isn't coming anyways .",18,"dog, leg","dog, leg","dog, leg",209
16011,05ba555882e02b167e5e4ee831584ba0afac2a6b,What do you call a dog with no legs? It doesn't matter. He ain't coming.,what do you call a dog with no legs ? it doesn't matter . he ain't coming .,18,"dog, leg","dog, leg","dog, leg",209
20485,0748e2eac3d3780a2e2c7f08c92e1dcc4b82e99c,How do you call a dog with no legs? You don't. You go get him.,how do you call a dog with no legs ? you don't . you go get him .,18,"dog, leg","dog, leg","dog, leg",209
34815,0c611d2778815b49f9f8c4adebc1e093f5b7c637,"What do you call a dog with no legs? It don't matter what you call it, it aint coming","what do you call a dog with no legs ? it don't matter what you call it , it aint coming",21,"dog, leg","dog, leg","dog, leg",209
35324,0c8eb134281643ba02c764b602fa3a348e0e0659,"I GoT jOKe What do you call a dog with no legs? Nothing, because it won't come...","i got joke what do you call a dog with no legs ? nothing , because it won't come ...",20,"dog, leg","dog, leg","dog, leg",209
35541,0ca1d223948119af2a3b3721a2b45d0963b0003c,"How do you call a dog with no legs — Doesn't matter, he wouldn't come anyway","how do you call a dog with no legs doesn't matter , he wouldn't come anyway",16,"dog, leg","dog, leg","dog, leg",209
